kosk_id,tarih,ilce,trafo_gerilimi_kV,akim_A,sicaklik_C,nem_orani,topraklama_direnci,koruma_rölesi_durumu,kapi_acik,ariza_var,anomali_skoru
BK009,2025-03-28,Vakfıkebir,0.391,125.5,30.6,58.8,2.71,0,0,0,0.04
BK009,2025-03-03,Çarşıbaşı,0.415,118.7,30.7,64.2,1.74,0,0,0,0.28
BK009,2025-03-03,Hayrat,0.432,81.2,37.4,72.4,2.51,0,0,0,0.15
BK009,2025-03-04,Beşikdüzü,0.406,103.5,37.9,77.6,2.79,0,0,0,0.01
BK009,2025-03-03,Dernekpazarı,0.426,105.3,28.3,67.3,1.34,0,0,0,0.03
BK009,2025-03-01,Yomra,0.398,129.7,32.7,62.4,2.48,0,0,0,0.13
BK009,2025-03-16,Tonya,0.417,107.0,35.4,68.8,1.37,0,0,0,0.1
BK009,2025-03-22,Of,0.387,73.6,30.3,76.1,1.79,0,0,0,0.19
BK009,2025-03-01,Akçaabat,0.404,110.4,23.0,60.8,2.44,0,1,0,0.17
BK009,2025-03-09,Ortahisar,0.439,97.8,21.7,63.8,1.28,0,0,0,0.04
BK009,2025-03-22,Akçaabat,0.398,100.6,20.9,64.7,2.71,0,0,0,0.05
BK009,2025-03-04,Maçka,0.356,81.7,33.0,66.5,1.83,0,0,0,0.04
BK009,2025-03-17,Ortahisar,0.373,63.8,26.9,66.9,2.19,0,0,0,0.21
BK009,2025-03-13,Çaykara,0.404,93.4,22.4,59.3,2.1,0,0,0,0.19
BK009,2025-03-31,Beşikdüzü,0.371,99.4,25.6,62.9,2.05,0,0,0,0.01
BK009,2025-03-30,Tonya,0.422,81.4,34.4,59.0,2.75,0,0,0,0.06
BK009,2025-03-16,Dernekpazarı,0.401,127.1,27.7,81.7,1.5,0,0,0,0.24
BK009,2025-03-20,Köprübaşı,0.412,133.7,37.6,69.0,2.31,0,0,0,0.24
BK009,2025-03-11,Düzköy,0.403,87.0,35.8,64.5,1.74,0,0,0,0.04
BK009,2025-03-22,Dernekpazarı,0.416,118.3,29.1,63.9,2.0,0,1,0,0.12
BK009,2025-03-11,Yomra,0.399,109.0,35.1,54.5,1.58,0,0,0,0.14
BK009,2025-03-31,Düzköy,0.406,84.9,29.2,63.9,2.37,0,0,0,0.02
BK009,2025-03-22,Hayrat,0.395,106.0,34.0,66.1,2.66,0,0,0,0.06
BK009,2025-03-13,Akçaabat,0.406,88.8,32.6,64.6,2.65,0,0,0,0.21
BK009,2025-03-12,Dernekpazarı,0.402,128.8,29.3,76.6,1.82,0,0,0,0.13
BK009,2025-03-26,Of,0.389,80.5,18.7,72.4,1.6,0,0,0,0.19
BK009,2025-03-01,Şalpazarı,0.39,89.3,18.4,71.4,1.66,0,0,0,0.35
BK009,2025-03-28,Hayrat,0.407,102.6,26.9,53.2,2.21,0,0,0,0.23
BK009,2025-03-24,Sürmene,0.391,81.6,24.2,66.0,1.97,0,0,0,0.24
BK009,2025-03-01,Of,0.417,89.3,32.8,71.1,1.98,0,0,0,0.14
BK009,2025-03-28,Çaykara,0.383,104.8,35.7,60.0,1.8,0,0,0,0.1
BK009,2025-03-09,Yomra,0.407,83.3,33.2,61.6,1.84,0,0,0,0.1
BK009,2025-03-12,Şalpazarı,0.405,92.3,28.0,74.9,1.74,0,0,0,0.08
BK009,2025-03-20,Tonya,0.417,96.6,21.8,69.3,2.16,0,0,0,0.1
BK009,2025-03-17,Köprübaşı,0.378,95.6,35.0,70.4,0.85,0,0,0,0.04
BK009,2025-03-22,Maçka,0.389,101.2,32.9,75.7,2.47,0,0,0,0.12
BK009,2025-03-01,Dernekpazarı,0.365,118.0,21.5,57.5,2.1,0,0,0,0.18
BK009,2025-03-01,Düzköy,0.399,81.4,36.5,75.8,2.04,0,0,0,0.28
BK009,2025-03-28,Akçaabat,0.414,112.9,24.7,69.3,2.08,0,0,0,0.05
BK009,2025-03-26,Dernekpazarı,0.429,95.8,22.7,70.8,2.47,0,0,0,0.39
BK009,2025-03-22,Şalpazarı,0.399,79.1,23.2,58.4,2.44,0,0,0,0.54
BK009,2025-03-08,Tonya,0.378,96.4,32.5,69.5,1.69,0,0,0,0.11
BK009,2025-03-13,Arsin,0.395,83.0,23.9,52.6,1.69,0,0,0,0.29
BK009,2025-03-12,Köprübaşı,0.431,99.3,38.6,47.7,2.56,0,0,0,0.02
BK009,2025-03-31,Tonya,0.413,108.6,25.3,83.1,3.41,0,0,0,0.36
BK009,2025-03-22,Of,0.397,108.0,21.4,64.6,2.26,1,1,1,0.23
BK009,2025-03-24,Hayrat,0.405,138.8,36.0,68.6,2.36,0,0,0,0.15
BK009,2025-03-10,Maçka,0.39,116.0,33.0,62.7,1.98,0,0,0,0.37
BK009,2025-03-23,Sürmene,0.373,113.8,28.6,72.1,2.02,0,0,0,0.16
BK009,2025-03-28,Çaykara,0.386,99.6,37.5,73.2,2.05,1,0,1,0.06
BK009,2025-03-29,Çaykara,0.413,111.1,20.3,72.0,1.72,0,0,0,0.1
BK009,2025-03-02,Sürmene,0.399,94.5,26.1,77.6,2.66,0,0,0,0.29
BK009,2025-03-16,Arsin,0.394,114.7,25.2,59.1,2.19,0,0,0,0.02
BK009,2025-03-10,Araklı,0.401,113.0,29.8,65.2,2.75,0,0,0,0.07
BK009,2025-03-28,Şalpazarı,0.412,94.7,21.7,84.4,2.8,0,0,0,0.13
BK009,2025-03-06,Şalpazarı,0.408,94.1,34.4,45.3,2.15,0,0,0,0.22
BK009,2025-03-31,Of,0.429,100.3,30.7,73.9,1.7,0,0,0,0.33
BK009,2025-03-16,Araklı,0.405,93.5,23.7,68.1,1.91,1,0,1,0.28
BK009,2025-03-08,Yomra,0.39,85.3,32.5,59.0,2.24,0,0,0,0.11
BK009,2025-03-07,Vakfıkebir,0.41,99.4,27.7,83.7,1.41,0,0,0,0.26
BK009,2025-03-25,Arsin,0.383,101.2,27.9,70.7,1.5,0,0,0,0.26
BK009,2025-03-04,Köprübaşı,0.394,107.4,21.6,76.8,3.06,0,0,0,0.01
BK009,2025-03-23,Ortahisar,0.423,91.1,33.8,65.2,2.12,0,0,0,0.23
BK009,2025-03-06,Dernekpazarı,0.391,99.9,25.4,37.5,1.58,0,0,0,0.4
BK009,2025-03-29,Hayrat,0.415,95.5,29.2,79.0,2.55,0,0,0,0.15
BK009,2025-03-25,Beşikdüzü,0.403,92.4,30.6,68.0,1.4,0,0,0,0.21
BK009,2025-03-08,Beşikdüzü,0.38,102.4,27.9,50.5,1.82,0,0,0,0.33
BK009,2025-03-22,Tonya,0.386,99.8,25.5,61.7,3.25,0,0,0,0.25
BK009,2025-03-31,Of,0.424,109.9,31.0,61.9,2.58,0,0,0,0.14
BK009,2025-03-22,Sürmene,0.393,93.5,34.1,71.3,2.08,0,0,0,0.17
BK009,2025-03-30,Araklı,0.407,107.2,35.6,67.6,2.11,0,0,0,0.06
BK009,2025-03-21,Tonya,0.389,85.6,44.1,60.2,1.96,0,0,0,0.08
BK009,2025-03-03,Dernekpazarı,0.363,108.6,33.2,68.4,1.89,0,0,0,0.12
BK009,2025-03-28,Yomra,0.416,98.0,31.9,78.9,2.59,0,0,0,0.04
BK009,2025-03-30,Arsin,0.417,88.8,36.2,70.5,2.23,0,0,0,0.16
BK009,2025-03-21,Dernekpazarı,0.402,90.4,36.4,50.7,2.2,0,0,0,0.28
BK009,2025-03-13,Hayrat,0.405,80.1,36.2,45.0,1.6,0,0,0,0.08
BK009,2025-03-21,Araklı,0.358,80.5,20.8,71.3,1.38,0,0,0,0.23
BK009,2025-03-31,Köprübaşı,0.442,64.7,25.6,73.3,2.38,0,0,0,0.14
BK009,2025-03-26,Yomra,0.366,122.0,32.0,75.2,1.25,0,0,0,0.21
BK009,2025-03-08,Beşikdüzü,0.37,92.9,35.8,63.2,1.87,1,0,1,0.34
BK009,2025-03-04,Çarşıbaşı,0.396,120.6,25.4,56.0,0.76,0,0,0,0.29
BK009,2025-03-03,Of,0.424,124.2,21.3,60.4,1.43,0,0,0,0.12
BK009,2025-03-03,Dernekpazarı,0.36,74.3,33.1,51.6,1.38,0,0,0,0.03
BK009,2025-03-24,Maçka,0.366,102.2,33.1,51.5,1.46,0,0,0,0.24
BK009,2025-03-24,Of,0.388,92.7,27.4,50.8,2.43,0,0,0,0.09
BK009,2025-03-19,Düzköy,0.406,124.1,27.2,74.7,2.66,0,0,0,0.18
BK009,2025-03-05,Dernekpazarı,0.434,98.7,28.2,69.0,1.91,0,0,0,0.06
BK009,2025-03-31,Hayrat,0.408,93.6,36.9,56.8,2.22,0,0,0,0.16
BK009,2025-03-19,Ortahisar,0.41,124.4,24.2,42.2,1.76,0,0,0,0.2
BK009,2025-03-10,Akçaabat,0.404,105.2,23.1,77.4,2.45,0,0,0,0.13
BK009,2025-03-19,Araklı,0.376,116.6,26.7,77.0,2.39,0,0,0,0.14
BK009,2025-03-07,Hayrat,0.393,109.0,37.2,68.3,2.35,0,0,0,0.01
BK009,2025-03-14,Dernekpazarı,0.405,62.5,38.9,72.4,1.25,0,0,0,0.16
BK009,2025-03-25,Düzköy,0.416,100.1,31.1,63.7,1.51,0,0,0,0.12
BK009,2025-03-26,Sürmene,0.396,111.8,36.1,69.5,1.35,0,0,0,0.39
BK009,2025-03-17,Yomra,0.399,116.1,24.4,65.9,2.25,0,0,0,0.01
BK009,2025-03-04,Hayrat,0.408,117.2,40.6,50.0,2.01,1,1,1,0.31
BK009,2025-03-01,Araklı,0.38,84.7,17.6,66.7,2.12,0,0,0,0.08
BK009,2025-03-28,Şalpazarı,0.418,85.2,27.3,80.1,3.05,0,0,0,0.07
BK009,2025-03-11,Sürmene,0.385,109.2,35.9,72.3,1.52,0,0,0,0.13
BK009,2025-03-27,Çarşıbaşı,0.385,115.3,40.6,71.6,2.28,0,0,0,0.12
BK009,2025-03-27,Yomra,0.395,104.6,25.7,61.5,2.16,0,0,0,0.02
BK009,2025-03-16,Şalpazarı,0.398,114.1,33.0,67.8,2.0,1,0,1,0.13
BK009,2025-03-05,Çarşıbaşı,0.403,79.8,16.7,65.6,1.08,0,0,0,0.2
BK009,2025-03-05,Akçaabat,0.356,116.1,30.7,62.1,2.34,0,0,0,0.26
BK009,2025-03-20,Dernekpazarı,0.396,87.5,27.5,56.5,1.62,1,0,1,0.27
BK009,2025-03-10,Çaykara,0.383,126.7,23.3,67.9,2.14,0,0,0,0.4
BK009,2025-03-23,Of,0.402,90.5,27.8,66.1,2.09,0,1,0,0.27
BK009,2025-03-09,Tonya,0.368,98.7,25.9,82.6,2.94,0,0,0,0.16
BK009,2025-03-21,Maçka,0.452,103.6,29.2,59.8,1.78,1,0,1,0.16
BK009,2025-03-16,Çarşıbaşı,0.411,121.6,32.4,62.0,2.24,0,0,0,0.11
BK009,2025-03-23,Hayrat,0.431,74.9,29.1,80.0,2.39,1,0,1,0.28
BK009,2025-03-02,Dernekpazarı,0.39,83.0,30.5,63.1,2.43,0,0,0,0.12
BK009,2025-03-05,Maçka,0.407,73.9,20.2,54.3,2.25,0,0,0,0.13
BK009,2025-03-28,Yomra,0.387,111.6,30.2,73.6,1.8,1,0,1,0.04
BK009,2025-03-23,Akçaabat,0.398,119.1,35.9,69.7,1.34,0,0,0,0.23
BK009,2025-03-30,Vakfıkebir,0.405,98.6,30.3,68.8,2.45,0,0,0,0.33
BK009,2025-03-28,Tonya,0.413,88.2,36.9,62.3,1.48,1,0,1,0.25
BK009,2025-03-24,Hayrat,0.42,79.8,29.6,50.5,1.78,0,0,0,0.08
BK009,2025-03-10,Vakfıkebir,0.385,80.5,25.9,54.9,1.83,0,0,0,0.07
BK009,2025-03-01,Araklı,0.374,111.3,32.9,64.0,2.75,0,0,0,0.04
BK009,2025-03-13,Dernekpazarı,0.394,100.3,28.0,63.2,2.51,0,0,0,0.11
BK009,2025-03-14,Tonya,0.434,122.4,26.9,67.1,1.8,0,0,0,0.26
BK009,2025-03-12,Hayrat,0.436,87.8,28.0,61.3,2.8,0,0,0,0.23
BK009,2025-03-13,Arsin,0.414,103.2,30.4,85.6,1.37,0,0,0,0.33
BK009,2025-03-17,Çarşıbaşı,0.415,80.8,24.2,58.0,1.91,0,0,0,0.08
BK009,2025-03-10,Maçka,0.391,125.4,36.0,78.2,2.28,0,0,0,0.42
BK009,2025-03-23,Araklı,0.383,100.8,29.3,56.5,2.08,0,0,0,0.27
BK009,2025-03-13,Of,0.415,90.5,38.6,70.0,2.06,0,0,0,0.07
BK009,2025-03-05,Dernekpazarı,0.404,80.4,31.1,84.7,1.99,0,0,0,0.06
BK009,2025-03-25,Akçaabat,0.425,100.8,36.5,63.1,1.44,0,0,0,0.13
BK009,2025-03-28,Çarşıbaşı,0.389,114.4,33.1,66.7,2.52,0,0,0,0.05
BK009,2025-03-15,Vakfıkebir,0.424,105.8,30.9,54.0,1.92,0,0,0,0.05
BK009,2025-03-19,Sürmene,0.396,117.5,25.7,60.2,3.26,0,0,0,0.4
BK009,2025-03-15,Tonya,0.394,104.1,33.2,75.5,2.16,0,0,0,0.23
BK009,2025-03-10,Sürmene,0.373,101.3,31.5,46.0,2.19,0,0,0,0.14
BK009,2025-03-07,Maçka,0.39,86.1,27.7,81.8,1.39,0,0,0,0.1
BK009,2025-03-26,Maçka,0.391,90.9,31.5,74.6,2.28,0,0,0,0.13
BK009,2025-03-24,Ortahisar,0.413,88.5,36.8,76.3,1.73,0,0,0,0.04
BK009,2025-03-12,Of,0.383,111.7,36.3,65.1,1.23,0,0,0,0.42
BK009,2025-03-22,Sürmene,0.407,85.7,35.8,66.8,1.44,0,0,0,0.06
BK009,2025-03-13,Köprübaşı,0.396,99.3,37.4,59.1,1.97,0,0,0,0.3
BK009,2025-03-22,Vakfıkebir,0.382,82.6,32.9,50.5,2.14,0,0,0,0.13
BK009,2025-03-30,Akçaabat,0.396,125.9,25.4,70.0,1.83,0,0,0,0.35
BK009,2025-03-04,Düzköy,0.393,115.5,36.0,59.5,2.4,0,0,0,0.15
BK009,2025-03-16,Vakfıkebir,0.376,86.9,36.8,65.0,1.98,0,0,0,0.05
BK009,2025-03-31,Akçaabat,0.359,91.9,35.6,46.4,1.84,0,0,0,0.3
BK009,2025-03-04,Çaykara,0.409,103.2,38.0,66.5,1.93,0,0,0,0.05
BK009,2025-03-21,Dernekpazarı,0.383,98.7,25.6,73.0,2.31,0,0,0,0.25
BK009,2025-03-19,Köprübaşı,0.39,111.1,27.6,44.6,2.51,0,0,0,0.17
BK009,2025-03-05,Hayrat,0.437,85.3,32.0,61.1,1.79,0,0,0,0.12
BK009,2025-03-08,Akçaabat,0.426,100.8,33.6,57.4,1.56,0,0,0,0.31
BK009,2025-03-04,Yomra,0.39,87.5,26.4,70.1,3.22,0,0,0,0.15
BK009,2025-03-13,Tonya,0.39,117.2,33.5,43.3,1.48,0,0,0,0.3
BK009,2025-03-10,Vakfıkebir,0.409,104.0,30.1,71.8,2.08,0,0,0,0.0
BK009,2025-03-21,Hayrat,0.38,98.3,18.2,75.7,2.09,0,0,0,0.02
BK009,2025-03-25,Arsin,0.396,100.5,35.6,63.6,1.87,0,0,0,0.09
BK009,2025-03-25,Şalpazarı,0.424,122.7,25.4,60.6,1.95,0,0,0,0.14
BK009,2025-03-28,Hayrat,0.393,88.1,30.5,63.4,2.87,0,0,0,0.08
BK009,2025-03-09,Şalpazarı,0.413,121.7,23.8,64.7,1.46,0,0,0,0.25
BK009,2025-03-12,Ortahisar,0.385,83.9,27.4,66.9,1.52,0,0,0,0.18
BK009,2025-03-04,Of,0.405,107.6,30.8,73.9,2.14,1,0,1,0.16
BK009,2025-03-03,Of,0.399,120.8,28.7,61.6,2.07,0,0,0,0.13
BK009,2025-03-16,Çaykara,0.41,96.7,22.7,53.4,0.83,0,0,0,0.29
BK009,2025-03-08,Ortahisar,0.407,113.5,22.7,57.1,2.27,0,0,0,0.29
BK009,2025-03-19,Tonya,0.396,118.7,30.9,60.8,2.99,0,0,0,0.19
BK009,2025-03-09,Of,0.388,103.1,28.5,68.5,1.51,1,0,1,0.09
BK009,2025-03-26,Vakfıkebir,0.403,116.7,29.3,73.3,1.78,0,0,0,0.23
BK010,2025-03-13,Tonya,0.433,75.6,32.9,48.6,1.76,0,0,0,0.42
BK010,2025-03-21,Köprübaşı,0.382,96.8,23.7,76.7,2.37,0,0,0,0.05
BK010,2025-03-10,Sürmene,0.402,109.0,38.4,67.5,1.38,0,0,0,0.04
BK010,2025-03-04,Dernekpazarı,0.408,101.4,28.5,50.1,2.24,0,0,0,0.31
BK010,2025-03-03,Araklı,0.424,72.0,38.7,73.3,1.91,1,0,1,0.11
BK010,2025-03-06,Hayrat,0.41,104.2,31.3,53.4,1.15,0,0,0,0.5
BK010,2025-03-27,Ortahisar,0.405,117.9,32.4,75.9,2.57,0,0,0,0.24
BK010,2025-03-13,Araklı,0.398,119.7,26.7,43.7,2.66,0,0,0,0.22
BK010,2025-03-27,Araklı,0.374,95.0,21.5,83.1,1.97,0,0,0,0.38
BK010,2025-03-26,Çaykara,0.411,110.0,32.0,87.9,2.2,0,0,0,0.17
BK010,2025-03-16,Arsin,0.441,99.2,26.8,74.7,1.38,0,0,0,0.07
BK010,2025-03-17,Araklı,0.377,118.9,26.1,46.9,1.48,1,0,1,0.05
BK010,2025-03-23,Of,0.372,108.7,32.0,61.8,2.71,1,0,1,0.24
BK010,2025-03-25,Maçka,0.397,118.2,29.1,57.1,2.52,0,0,0,0.29
BK010,2025-03-31,Of,0.399,114.4,27.2,77.2,1.38,1,0,1,0.14
BK010,2025-03-06,Vakfıkebir,0.38,112.8,29.9,53.9,1.71,0,0,0,0.08
BK010,2025-03-01,Araklı,0.395,123.1,27.3,78.3,1.79,0,0,0,0.14
BK010,2025-03-15,Dernekpazarı,0.402,75.8,33.9,76.3,2.11,0,0,0,0.28
BK010,2025-03-04,Akçaabat,0.401,118.2,33.6,83.7,2.83,0,0,0,0.29
BK010,2025-03-05,Maçka,0.365,104.7,29.8,73.5,2.1,1,0,1,0.26
BK010,2025-03-21,Vakfıkebir,0.407,109.4,35.0,77.5,1.74,0,0,0,0.25
BK010,2025-03-03,Araklı,0.416,112.9,32.8,66.6,2.52,0,0,0,0.19
BK010,2025-03-09,Akçaabat,0.43,112.1,33.5,45.1,2.05,0,0,0,0.06
BK010,2025-03-03,Of,0.426,93.8,36.7,91.0,2.47,0,0,0,0.21
BK010,2025-03-17,Çarşıbaşı,0.424,110.2,27.9,55.6,1.56,0,0,0,0.1
BK010,2025-03-12,Araklı,0.381,119.0,29.4,45.4,2.0,1,0,1,0.13
BK010,2025-03-06,Köprübaşı,0.441,96.8,28.4,69.7,2.2,0,0,0,0.1
BK010,2025-03-31,Ortahisar,0.374,94.9,29.0,78.9,2.59,0,0,0,0.19
BK010,2025-03-08,Çarşıbaşı,0.396,101.9,30.9,56.5,1.6,0,0,0,0.18
BK010,2025-03-02,Çaykara,0.452,101.4,34.6,71.6,2.54,1,0,1,0.25
BK010,2025-03-29,Çarşıbaşı,0.394,123.0,34.8,71.9,2.2,1,0,1,0.16
BK010,2025-03-22,Araklı,0.4,98.0,39.6,67.1,1.86,0,0,0,0.16
BK010,2025-03-15,Sürmene,0.416,102.1,29.0,62.0,1.27,0,0,0,0.38
BK010,2025-03-19,Tonya,0.412,95.2,21.8,88.9,1.7,0,0,0,0.52
BK010,2025-03-23,Dernekpazarı,0.419,96.1,31.4,64.2,1.8,0,0,0,0.24
BK010,2025-03-17,Düzköy,0.378,102.1,19.1,64.9,2.04,0,0,0,0.27
BK010,2025-03-20,Araklı,0.393,106.2,34.6,55.2,1.02,0,0,0,0.12
BK010,2025-03-17,Maçka,0.403,115.6,22.5,61.0,2.83,0,0,0,0.2
BK010,2025-03-23,Of,0.411,91.9,31.4,66.5,3.1,0,0,0,0.23
BK010,2025-03-22,Akçaabat,0.375,99.2,34.5,52.8,2.42,1,0,1,0.42
BK010,2025-03-08,Akçaabat,0.43,88.5,36.3,79.4,1.3,0,0,0,0.2
BK010,2025-03-07,Sürmene,0.387,96.9,39.9,73.2,2.72,0,0,0,0.13
BK010,2025-03-10,Maçka,0.407,95.8,27.2,69.9,1.65,0,0,0,0.17
BK010,2025-03-31,Sürmene,0.383,89.5,34.1,69.2,1.62,0,0,0,0.09
BK010,2025-03-20,Araklı,0.396,132.8,33.1,64.7,2.04,0,0,0,0.2
BK010,2025-03-07,Düzköy,0.428,94.9,37.6,72.7,2.23,0,0,0,0.14
BK010,2025-03-09,Sürmene,0.416,97.1,24.9,53.8,1.66,0,0,0,0.06
BK010,2025-03-24,Köprübaşı,0.416,98.1,30.3,62.8,2.21,0,0,0,0.2
BK010,2025-03-03,Araklı,0.409,112.9,25.5,61.9,1.26,0,0,0,0.11
BK010,2025-03-09,Beşikdüzü,0.414,92.4,32.4,64.8,2.38,0,0,0,0.11
BK010,2025-03-13,Vakfıkebir,0.399,106.1,35.6,45.3,0.98,0,0,0,0.21
BK010,2025-03-13,Şalpazarı,0.41,102.9,21.2,72.4,2.0,0,0,0,0.09
BK010,2025-03-03,Beşikdüzü,0.407,102.3,27.9,59.3,2.19,0,0,0,0.04
BK010,2025-03-22,Köprübaşı,0.389,118.5,33.3,72.4,1.67,0,0,0,0.12
BK010,2025-03-31,Sürmene,0.411,127.2,32.1,70.2,1.65,0,0,0,0.04
BK010,2025-03-18,Maçka,0.394,95.4,41.2,71.1,1.2,0,0,0,0.06
BK010,2025-03-03,Beşikdüzü,0.416,76.9,19.2,77.4,2.42,0,0,0,0.17
BK010,2025-03-21,Maçka,0.396,145.2,31.0,91.1,3.03,0,0,0,0.23
BK010,2025-03-23,Düzköy,0.386,139.2,26.1,38.1,1.96,0,0,0,0.14
BK010,2025-03-19,Çaykara,0.393,110.2,26.7,46.2,2.31,0,0,0,0.07
BK010,2025-03-20,Vakfıkebir,0.404,81.3,41.3,50.9,1.81,1,0,1,0.07
BK010,2025-03-14,Sürmene,0.405,119.6,30.8,78.9,1.12,0,0,0,0.19
BK010,2025-03-11,Köprübaşı,0.401,98.2,33.5,73.0,1.91,0,0,0,0.2
BK010,2025-03-13,Ortahisar,0.378,127.2,34.1,74.4,1.44,0,0,0,0.27
BK010,2025-03-31,Yomra,0.411,109.1,30.3,44.8,2.74,0,0,0,0.19
BK010,2025-03-03,Beşikdüzü,0.375,93.1,21.1,72.3,2.69,0,0,0,0.19
BK010,2025-03-04,Araklı,0.39,84.8,31.0,68.3,2.9,0,0,0,0.01
BK010,2025-03-04,Araklı,0.438,106.3,35.7,63.0,2.05,0,0,0,0.18
BK010,2025-03-14,Arsin,0.361,93.6,32.7,65.1,1.92,0,0,0,0.25
BK010,2025-03-11,Arsin,0.369,112.0,31.3,80.8,1.92,0,0,0,0.2
BK010,2025-03-12,Dernekpazarı,0.394,112.0,34.6,49.5,1.61,0,0,0,0.14
BK010,2025-03-25,Beşikdüzü,0.382,97.6,25.0,61.3,2.51,0,0,0,0.39
BK010,2025-03-05,Yomra,0.434,112.7,30.9,60.8,3.09,0,0,0,0.16
BK010,2025-03-09,Ortahisar,0.404,105.7,34.4,57.3,2.02,0,0,0,0.17
BK010,2025-03-04,Hayrat,0.424,119.6,32.9,71.7,1.91,0,0,0,0.27
BK010,2025-03-08,Hayrat,0.414,113.1,23.0,47.7,2.11,0,0,0,0.13
BK010,2025-03-31,Of,0.39,82.6,30.5,65.4,1.66,0,0,0,0.12
BK010,2025-03-26,Of,0.394,69.7,37.0,74.2,1.91,0,0,0,0.17
BK010,2025-03-06,Çaykara,0.375,92.1,25.2,58.5,1.01,0,0,0,0.34
BK010,2025-03-24,Çarşıbaşı,0.417,100.4,24.0,70.3,2.4,0,0,0,0.2
BK010,2025-03-19,Tonya,0.396,88.3,26.9,67.8,1.39,0,0,0,0.19
BK010,2025-03-04,Çaykara,0.379,109.7,29.5,77.1,2.07,0,0,0,0.2
BK010,2025-03-12,Çarşıbaşı,0.412,127.3,24.2,71.2,1.61,0,0,0,0.09
BK010,2025-03-18,Beşikdüzü,0.397,106.2,29.9,75.0,2.05,0,0,0,0.04
BK010,2025-03-20,Of,0.418,94.9,25.9,65.1,1.87,0,0,0,0.17
BK010,2025-03-29,Akçaabat,0.408,84.9,23.7,74.0,2.09,0,0,0,0.37
BK010,2025-03-06,Dernekpazarı,0.435,124.7,19.0,52.3,2.07,0,1,0,0.24
BK010,2025-03-31,Hayrat,0.388,83.3,23.2,59.9,2.57,0,0,0,0.11
BK010,2025-03-06,Düzköy,0.411,91.5,24.7,69.3,1.32,0,0,0,0.14
BK010,2025-03-26,Araklı,0.386,103.2,33.6,72.1,1.6,0,0,0,0.15
BK010,2025-03-18,Hayrat,0.425,104.2,30.2,73.2,2.41,0,0,0,0.18
BK010,2025-03-16,Sürmene,0.416,110.7,24.9,55.5,1.85,0,0,0,0.32
BK010,2025-03-09,Ortahisar,0.392,94.7,29.1,61.3,1.35,1,0,1,0.19
BK010,2025-03-22,Çaykara,0.437,105.0,32.9,70.8,2.06,0,0,0,0.16
BK010,2025-03-23,Sürmene,0.41,92.4,24.3,60.1,2.12,0,0,0,0.27
BK010,2025-03-22,Sürmene,0.412,114.1,28.0,74.6,2.08,0,0,0,0.11
BK010,2025-03-05,Hayrat,0.427,95.9,34.4,54.7,2.38,0,0,0,0.03
BK010,2025-03-19,Beşikdüzü,0.42,70.1,32.6,54.9,2.03,0,0,0,0.03
BK010,2025-03-02,Düzköy,0.377,91.7,32.5,62.2,2.22,0,0,0,0.08
BK010,2025-03-23,Yomra,0.405,97.7,33.4,82.3,1.61,0,0,0,0.13
BK010,2025-03-22,Köprübaşı,0.391,94.6,39.4,65.8,2.25,0,0,0,0.43
BK010,2025-03-23,Şalpazarı,0.369,83.5,29.7,57.8,1.83,0,0,0,0.13
BK010,2025-03-06,Şalpazarı,0.424,96.6,26.2,66.7,2.11,0,0,0,0.04
BK010,2025-03-12,Şalpazarı,0.38,113.8,36.9,70.8,2.32,0,0,0,0.27
BK010,2025-03-17,Çarşıbaşı,0.378,126.0,28.8,69.2,0.55,0,0,0,0.21
BK010,2025-03-09,Köprübaşı,0.376,123.6,32.3,79.4,1.86,0,0,0,0.05
BK010,2025-03-17,Yomra,0.369,75.1,31.5,61.9,2.7,0,0,0,0.02
BK010,2025-03-10,Arsin,0.377,103.9,18.9,51.1,1.56,0,0,0,0.11
BK010,2025-03-31,Çarşıbaşı,0.396,110.3,29.0,55.3,1.46,0,0,0,0.33
BK010,2025-03-14,Dernekpazarı,0.376,105.6,21.7,63.2,2.29,0,0,0,0.17
BK010,2025-03-28,Arsin,0.423,105.1,26.4,69.5,1.87,0,0,0,0.13
BK010,2025-03-21,Arsin,0.422,86.7,38.6,63.4,1.56,0,0,0,0.19
BK010,2025-03-03,Yomra,0.4,98.9,32.5,66.1,2.63,0,0,0,0.19
BK010,2025-03-31,Arsin,0.375,111.6,41.2,70.5,0.98,0,0,0,0.11
BK010,2025-03-06,Akçaabat,0.431,96.3,31.9,52.8,1.46,0,0,0,0.41
BK010,2025-03-03,Çarşıbaşı,0.418,96.8,24.3,81.0,2.93,0,0,0,0.11
BK010,2025-03-18,Tonya,0.419,97.3,22.8,49.1,1.94,0,0,0,0.17
BK010,2025-03-26,Ortahisar,0.407,104.9,25.8,68.5,1.75,0,0,0,0.07
BK010,2025-03-31,Köprübaşı,0.412,102.0,29.6,69.7,1.58,0,0,0,0.07
BK010,2025-03-22,Çaykara,0.393,99.6,36.8,69.4,1.68,0,0,0,0.04
BK010,2025-03-30,Sürmene,0.405,98.0,34.6,61.0,1.97,0,0,0,0.42
BK010,2025-03-16,Tonya,0.406,110.4,25.5,57.9,2.28,0,0,0,0.14
BK010,2025-03-17,Araklı,0.437,90.4,37.4,74.4,2.44,0,0,0,0.2
BK010,2025-03-23,Of,0.374,87.7,29.7,64.4,2.45,0,0,0,0.14
